level,notation,prefLabel
2,3.3.2.,Geophysik
2,3.3.3.,Hydrologie
3,3.3.3.1.,Allgemeines
4,3.3.3.1.1.,Bibliographie
4,3.3.3.1.2.,Zeitschriften
4,3.3.3.1.4.,Jahrbücher
4,3.3.3.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.3.3.1.9.,"Meereskundler. Ozeanologen"
3,3.3.3.2.,Allgemeine Darstellungen
3,3.3.3.3.,Gewässer
4,3.3.3.3.1.,Küstengewässer
4,3.3.3.3.2.,Boddengewässer
4,3.3.3.3.3.,Seen
4,3.3.3.3.4.,Flüsse
4,3.3.3.3.5.,Kleingewässer
2,3.3.4.,"Meteorologie. Klimatologie"
3,3.3.4.1.,Allgemeines
4,3.3.4.1.1.,Bibliographien
4,3.3.4.1.2.,Zeitschriften
4,3.3.4.1.4.,Jahrbücher
4,3.3.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.3.4.1.9.,Meteorologen
3,3.3.4.2.,Allgemeine Darstellungen
3,3.3.4.3.,Atmosphärische Elektrizität
3,3.3.4.4.,"Atmosphärischer Druck. Luftströmung"
3,3.3.4.5.,Lufttemperatur
3,3.3.4.6.,Luftfeuchtigkeit
3,3.3.4.7.,Dynamische Meteorologie
3,3.3.4.8.,Klimatologie
2,3.3.5.,Geologie
3,3.3.5.1.,Allgemeines
4,3.3.5.1.1.,Bibliographien
4,3.3.5.1.2.,Zeitschriften
4,3.3.5.1.4.,Jahrbücher
4,3.3.5.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.3.5.1.9.,Geologen
3,3.3.5.2.,Allgemeine Darstellungen
3,3.3.5.3.,Regionale Geologie
3,3.3.5.4.,Geochemie
3,3.3.5.5.,Mineralogie
3,3.3.5.6.,Petrographie
3,3.3.5.7.,Tektonik
3,3.3.5.8.,Historische Geologie
4,3.3.5.8.1.,Präkambrium
4,3.3.5.8.2.,Paläozoikum
4,3.3.5.8.3.,Mesozoikum
4,3.3.5.8.4.,Neozoikum
3,3.3.5.9.,Geologische Erkundung
2,3.3.6.,Paläontologie
3,3.3.6.1.,Allgemeines
3,3.3.6.2.,Allgemeine Darstellungen
3,3.3.6.3.,Paläobotanik
3,3.3.6.4.,Paläozoologie
2,3.3.7.,Geographie
3,3.3.7.1.,Allgemeines
4,3.3.7.1.1.,Bibliographien
4,3.3.7.1.2.,Zeitschriften
4,3.3.7.1.4.,Jahrbücher
4,3.3.7.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.3.7.1.9.,Geographen
3,3.3.7.2.,Allgemeine Darstellungen
3,3.3.7.3.,Physische Geographie
3,3.3.7.4.,Geoökologie
3,3.3.7.5.,Geomorphologie
1,3.4.,Biowissenschaften
2,3.4.1.,Hydrobiologie
3,3.4.1.1.,Allgemeines
4,3.4.1.1.1.,Bibliographien
4,3.4.1.1.2.,Zeitschriften
4,3.4.1.1.4.,Jahrbücher
4,3.4.1.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.4.1.1.9.,Hydrobiologen
3,3.4.1.2.,Allgemeine Darstellungen
3,3.4.1.3.,Meeresökologie
4,3.4.1.3.1.,Plankton
4,3.4.1.3.2.,Benthos
4,3.4.1.3.3.,Litoralorganismen
4,3.4.1.3.4.,Hydrobotanik
4,3.4.1.3.5.,Hydrozoologie
2,3.4.2.,Botanik
3,3.4.2.1.,Allgemeines
4,3.4.2.1.1.,Bibliographien
4,3.4.2.1.2.,Zeitschriften
4,3.4.2.1.4.,Jahrbücher
4,3.4.2.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.4.2.1.9.,Botaniker
3,3.4.2.2.,Allgemeine Darstellungen
3,3.4.2.3.,Pflanzenwelt
3,3.4.2.4.,Vegetation
3,3.4.2.5.,Pflanzenarten
4,3.4.2.5.1.,Algen
4,3.4.2.5.2.,Pilze
4,3.4.2.5.3.,Flechten
4,3.4.2.5.4.,Moose
4,3.4.2.5.5.,Farne
4,3.4.2.5.6.,Samenpflanzen
3,3.4.2.6.,Gefährdete Pflanzen
3,3.4.2.7.,Parasitenflora
3,3.4.2.8.,Ruderalflora
2,3.4.3.,Zoologie
3,3.4.3.1.,Allgemeines
4,3.4.3.1.1.,Bibliographien
4,3.4.3.1.2.,Zeitschriften
4,3.4.3.1.4.,Jahrbücher
4,3.4.3.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,3.4.3.1.9.,Zoologen
3,3.4.3.2.,Allgemeine Darstellungen
3,3.4.3.3.,Tierwelt
3,3.4.3.4.,Tierarten
4,3.4.3.4.1.,"Einzeller. Hohltiere. Gliedertiere. Würmer"
4,3.4.3.4.2.,Weichtiere
4,3.4.3.4.3.,Insekten
4,3.4.3.4.4.,Fische
4,3.4.3.4.5.,"Lurche. Kriechtiere"
4,3.4.3.4.6.,Vögel
4,3.4.3.4.7.,Säugetiere
3,3.4.3.5.,Parasitenfauna
1,3.5.,"Landeskultur. Umweltschutz. Naturschutz"
2,3.5.1.,Allgemeines
3,3.5.1.1.,Bibliographien
3,3.5.1.2.,Zeitschriften
3,3.5.1.4.,Jahrbücher
3,3.5.1.7.,Statistik
3,3.5.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,3.5.1.9.,"Umweltschützer. Naturschutzbeauftragter"
2,3.5.2.,Allgemeine Darstellungen
2,3.5.3.,Kulturlandschaft
2,3.5.4.,Umweltschutz
2,3.5.5.,Naturschutz
2,3.5.6.,Gewässerschutz
2,3.5.7.,Küstenschutz
2,3.5.8.,Schutzgebiete
3,3.5.8.1.,Biosphärenreservate
3,3.5.8.2.,Nationalparks
3,3.5.8.3.,Naturparks
3,3.5.8.4.,Landschaftsschutzgebiete
3,3.5.8.5.,Naturschutzgebiete
3,3.5.8.6.,Naturdenkmale
3,3.5.8.7.,Flächennaturdenkmale
3,3.5.8.8.,Naturlehrpfade
2,3.5.9.,Tierschutz
1,3.6.,Astronomie
2,3.6.1.,"Astronomie/Allgemeines"
2,3.6.2.,"Astronomie/Allgemeine Darstellungen"
0,4.,Wirtschaft
1,4.1.,Allgemeines
2,4.1.1.,Bibliographien
2,4.1.2.,Zeitschriften
2,4.1.4.,Jahrbücher
2,4.1.6.,Branchenbücher
2,4.1.7.,Statistik
2,4.1.8.,"Einrichtungen. Sammlungen. Vereine"
1,4.2.,Allgemeine Darstellungen
2,4.2.3.,Wirtschaftsgeschichte
3,4.2.3.1.,Wirtschaftsgeschichte bis 1945
3,4.2.3.2.,Wirtschaftsgeschichte 1945-1989
3,4.2.3.3.,Wirtschaftliche Entwicklung seit 1990
4,4.2.3.3.1.,Wirtschaftspolitik
4,4.2.3.3.2.,Arbeitsmarkt
4,4.2.3.3.3.,Marktwirtschaft
4,4.2.3.3.4.,Wirtschaftsstruktur
4,4.2.3.3.5.,Wirtschaftswachstum
4,4.2.3.3.6.,Wettbewerb
4,4.2.3.3.7.,Konjunktur
2,4.2.4.,Wirtschaftswissenschaftler
2,4.2.5.,Wirtschaftsgeographie
1,4.3.,"Landwirtschaft. Forstwirtschaft.Fischwirtschaft"
2,4.3.1.,Landwirtschaft
3,4.3.1.1.,Allgemeines
4,4.3.1.1.1.,Bibliographien
4,4.3.1.1.2.,Zeitschriften
4,4.3.1.1.4.,Jahrbücher
4,4.3.1.1.7.,Statistik
4,4.3.1.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.3.1.2.,Allgemeine Darstellungen
3,4.3.1.3.,Agrargeschichte
4,4.3.1.3.1.,Agrargeschichte bis 1945
4,4.3.1.3.2.,Agrargeschichte 1945-1989
4,4.3.1.3.3.,Landwirtschaftliche Entwicklung seit 1990
3,4.3.1.4.,"Agrarwissenschaftler. Gutsbesitzer. Landwirte"
3,4.3.1.5.,Bodenkunde
4,4.3.1.5.1.,Bodenuntersuchungen
4,4.3.1.5.2.,Bodenbildung
4,4.3.1.5.3.,Bodenbewertung
4,4.3.1.5.4.,Bodenfruchtbarkeit
4,4.3.1.5.5.,Bodennutzung
4,4.3.1.5.6.,Bodenbearbeitung
4,4.3.1.5.7.,Bodenverbesserung
3,4.3.1.6.,Pflanzenproduktion
4,4.3.1.6.1.,Pflanzenbau
4,4.3.1.6.2.,Pflanzenarten
5,4.3.1.6.2.1.,Getreide
5,4.3.1.6.2.2.,Hackfrüchte
5,4.3.1.6.2.3.,Ölfrüchte
5,4.3.1.6.2.4.,Hülsenfrüchte
5,4.3.1.6.2.5.,Futterbau
5,4.3.1.6.2.6.,Sonderkulturen
5,4.3.1.6.2.7.,Gartenbau
5,4.3.1.6.2.8.,"Obstbau. Gemüsebau"
5,4.3.1.6.2.9.,Zierpflanzenbau
4,4.3.1.6.3.,"Phytopathologie. Pflanzenschutz"
3,4.3.1.7.,Tierproduktion
4,4.3.1.7.1.,Nutztierhaltung
4,4.3.1.7.2.,Nutztierarten
5,4.3.1.7.2.1.,Pferde
5,4.3.1.7.2.2.,Rinder
5,4.3.1.7.2.3.,Schweine
5,4.3.1.7.2.4.,Schafe
5,4.3.1.7.2.5.,Ziegen
5,4.3.1.7.2.6.,Geflügel
5,4.3.1.7.2.7.,Pelztiere
5,4.3.1.7.2.8.,Bienen
3,4.3.1.8.,Veterinärwesen
4,4.3.1.8.1.,Allgemeines
4,4.3.1.8.2.,Allgemeine Darstellungen
4,4.3.1.8.3.,Geschichte des Veterinärwesens
4,4.3.1.8.4.,Tierkliniken
4,4.3.1.8.5.,Veterinärmediziner
4,4.3.1.8.6.,Veterinärhygiene
4,4.3.1.8.7.,Infektionskrankheiten
4,4.3.1.8.8.,Krankheiten einzelner Tiere
2,4.3.2.,Forstwirtschaft
3,4.3.2.1.,Allgemeines
4,4.3.2.1.1.,Bibliographien
4,4.3.2.1.2.,Zeitschriften
4,4.3.2.1.4.,Jahrbücher
4,4.3.2.1.7.,Statistik
4,4.3.2.1.8.,"Einrichtungen. Sammlungen. Vereine"
4,4.3.2.2.1.,Allgemeine Darstellungen
3,4.3.2.3.,Geschichte der Forstwirtschaft
3,4.3.2.4.,"Forstwirte. Forstwissenschaftler"
3,4.3.2.5.,Standortkunde
3,4.3.2.6.,Waldbau
3,4.3.2.7.,Forstnutzung
3,4.3.2.8.,Forstschutz
2,4.3.3.,Jagd
3,4.3.3.1.,Allgemeines
4,4.3.3.1.1.,Bibliographien
4,4.3.3.1.2.,Zeitschriften
4,4.3.3.1.4.,Jahrbücher
4,4.3.3.1.7.,Statistik
4,4.3.3.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.3.3.2.,Allgemeine Darstellungen
3,4.3.3.3.,Geschichte der Jagd
3,4.3.3.4.,Jäger
3,4.3.3.5.,Wildbestand
3,4.3.3.6.,Wildarten
4,4.3.3.6.1.,Haarwild
5,4.3.3.6.1.1.,Rotwild
5,4.3.3.6.1.2.,Damwild
5,4.3.3.6.1.3.,Rehwild
5,4.3.3.6.1.4.,Muffelwild
5,4.3.3.6.1.5.,Schwarzwild
5,4.3.3.6.1.6.,Hasen
4,4.3.3.6.2.,Federwild
3,4.3.3.7.,Wildschäden
3,4.3.3.8.,Wildkrankheiten
2,4.3.4.,Fischwirtschaft
3,4.3.4.1.,Allgemeines
4,4.3.4.1.1.,Bibliographien
4,4.3.4.1.2.,Zeitschriften
4,4.3.4.1.4.,Jahrbücher
4,4.3.4.1.7.,Statistik
4,4.3.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.3.4.2.,Allgemeine Darstellungen
3,4.3.4.3.,Geschichte der Fischwirtschaft
3,4.3.4.4.,Fischer
3,4.3.4.5.,"Seefischerei. Küstenfischerei"
3,4.3.4.6.,Binnenfischerei
3,4.3.4.7.,Fischarten
3,4.3.4.8.,Fischkrankheiten
1,4.4.,"Bergbau. Rohstoffgewinnung"
2,4.4.1.,Allgemeines
3,4.4.1.1.,Bibliographien
3,4.4.1.2.,Zeitschriften
3,4.4.1.4.,Jahrbücher
3,4.4.1.7.,Statistik
3,4.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,4.4.2.,Allgemeine Darstellungen
2,4.4.3.,Geschichte des Bergbaus
2,4.4.4.,Rohstoffe
1,4.5.,"Industrie. Bauwesen"
2,4.5.1.,Allgemeines
3,4.5.1.1.,Bibliographien
3,4.5.1.2.,Zeitschriften
3,4.5.1.4.,Jahrbücher
3,4.5.1.7.,Statistik
3,4.5.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,4.5.2.,Allgemeine Darstellungen
2,4.5.3.,Geschichte der Industrie und Technik
2,4.5.4.,"Unternehmer. Ingenieure. Erfinder"
2,4.5.5.,Industriezweige
3,4.5.5.1.,Metallverarbeitende Industrie
4,4.5.5.1.1.,Maschinenbau
4,4.5.5.1.2.,Apparatebau
4,4.5.5.1.3.,Fahrzeugbau
3,4.5.5.2.,Elektroindustrie
3,4.5.5.3.,Chemische Industrie
3,4.5.5.4.,Textilindustrie
3,4.5.5.5.,Lebensmittelindustrie
3,4.5.5.6.,Holzindustrie
3,4.5.5.7.,Papierindustrie
3,4.5.5.8.,"Glas. Keramik. Steine. Erden"
2,4.5.6.,Bauwesen
3,4.5.6.1.,Allgemeines
4,4.5.6.1.1.,Bibliographien
4,4.5.6.1.2.,Zeitschriften
4,4.5.6.1.4.,Jahrbücher
4,4.5.6.1.7.,Statistik
4,4.5.6.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.5.6.2.,Allgemeine Darstellungen
3,4.5.6.3.,Geschichte des Bauwesens
3,4.5.6.4.,Industriebau
3,4.5.6.5.,Gesellschaftsbau
3,4.5.6.6.,Wohnungsbau
1,4.6.,"Handwerk. Gewerbe"
2,4.6.1.,Allgemeines
3,4.6.1.1.,Bibliographien
3,4.6.1.2.,Zeitschriften
3,4.6.1.4.,Jahrbücher
3,4.6.1.7.,Statistik
3,4.6.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,4.6.2.,Allgemeine Darstellungen
2,4.6.3.,Geschichte des Handwerks
2,4.6.4.,Handwerkliche Gewerbe
1,4.7.,Versorgungswirtschaft
2,4.7.1.,Allgemeines
2,4.7.2.,Allgemeine Darstellungen
2,4.7.3.,Wasserwirtschaft
3,4.7.3.1.,Allgemeines
4,4.7.3.1.1.,Bibliographien
4,4.7.3.1.2.,Zeitschriften
4,4.7.3.1.4.,Jahrbücher
4,4.7.3.1.7.,Statistik
4,4.7.3.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.7.3.2.,Allgemeine Darstellungen
3,4.7.3.3.,Geschichte der Wasserwirtschaft
3,4.7.3.4.,Wasserversorgung
3,4.7.3.5.,Abwasserbeseitigung
2,4.7.4.,Energiewirtschaft
3,4.7.4.1.,Allgemeines
4,4.7.4.1.1.,Bibliographien
4,4.7.4.1.2.,Zeitschriften
4,4.7.4.1.4.,Jahrbuch
4,4.7.4.1.7.,Statistik
4,4.7.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.7.4.2.,Allgemeine Darstellungen
3,4.7.4.3.,Geschichte der Energiewirtschaft
3,4.7.4.4.,Energieversorgung
3,4.7.4.5.,Energieerzeugung
2,4.7.5.,Abfallwirtschaft
3,4.7.5.1.,Allgemeines
4,4.7.5.1.1.,Bibliographien
4,4.7.5.1.2.,Zeitschriften
4,4.7.5.1.4.,Jahrbücher
4,4.7.5.1.7.,Statistik
4,4.7.5.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.7.5.2.,Allgemeine Darstellungen
3,4.7.5.3.,Geschichte der Abfallwirtschaft
3,4.7.5.4.,Abfallbeseitigung
3,4.7.5.5.,Abfallverwertung
2,4.7.6.,Dienstleistungsgewerbe
2,4.7.7.,"Gaststättengewerbe. Hotelgewerbe"
3,4.7.7.1.,Allgemeines
4,4.7.7.1.1.,Bibliographie
4,4.7.7.1.2.,Zeitschriften
4,4.7.7.1.4.,Jahrbücher
4,4.7.7.1.7.,Statistik
4,4.7.7.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.7.7.2.,Allgemeine Darstellungen
3,4.7.7.3.,Geschichte des Gaststättengewerbes und Hotelgewerbes
3,4.7.7.4.,"Gaststätten. Hotels"
2,4.7.8.,Handel
3,4.7.8.1.,Allgemeines
4,4.7.8.1.1.,Bibliographien
4,4.7.8.1.2.,Zeitschriften
4,4.7.8.1.4.,Jahrbücher
4,4.7.8.1.7.,Statistik
4,4.7.8.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.7.8.2.,Allgemeine Darstellungen
3,4.7.8.3.,Geschichte des Handels
3,4.7.8.4.,Kaufleute
3,4.7.8.5.,Großhandelsbetriebe
3,4.7.8.6.,Einzelhandelsbetriebe
3,4.7.8.7.,"Messen. Märkte"
1,4.8.,"Verkehrswesen. Transportwesen"
2,4.8.1.,Allgemeines
3,4.8.1.1.,Bibliographien
3,4.8.1.2.,Zeitschriften
3,4.8.1.4.,Jahrbücher
3,4.8.1.7.,Statistik
3,4.8.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,4.8.2.,Allgemeine Darstellungen
2,4.8.3.,Geschichte des Verkehrswesens
2,4.8.4.,Straßenverkehr
3,4.8.4.1.,Allgemeines
4,4.8.4.1.2.,Zeitschriften
4,4.8.4.1.4.,Jahrbücher
4,4.8.4.1.7.,Statistik
4,4.8.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.4.2.,Allgemeine Darstellungen
3,4.8.4.3.,Geschichte des Straßenverkehrs
3,4.8.4.4.,Straßenbau
3,4.8.4.5.,Brückenbau
3,4.8.4.6.,Wasserbau
2,4.8.5.,Schienenverkehr
3,4.8.5.1.,Allgemeines
4,4.8.5.1.1.,Bibliographie
4,4.8.5.1.2.,Zeitschriften
4,4.8.5.1.4.,Jahrbücher
4,4.8.5.1.5.,Kalender
4,4.8.5.1.7.,Statistik
4,4.8.5.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.5.2.,Allgemeine Darstellungen
3,4.8.5.3.,Geschichte des Schienenverkehrs
3,4.8.5.4.,Eisenbahner
3,4.8.5.5.,Eisenbahnbau
3,4.8.5.6.,Schienenfahrzeuge
3,4.8.5.7.,Eisenbahnlinien
3,4.8.5.8.,"Bahnhöfe. Bahnbetriebswerke"
3,4.8.5.9.,Straßenbahnen
2,4.8.6.,Schiffsverkehr
3,4.8.6.1.,Allgemeines
4,4.8.6.1.1.,Bibliographien
4,4.8.6.1.2.,Zeitschriften
4,4.8.6.1.4.,Jahrbücher
4,4.8.6.1.7.,Statistik
4,4.8.6.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.6.2.,Allgemeine Darstellungen
3,4.8.6.3.,Geschichte der Schiffahrt
3,4.8.6.4.,"Seefahrer. Reeder. Schiffbauer"
3,4.8.6.5.,Schiffbau
3,4.8.6.6.,Seeschiffahrt
4,4.8.6.6.1.,Schiffahrtslinien
4,4.8.6.6.2.,Fährverkehr
4,4.8.6.6.3.,Schiffe
4,4.8.6.6.4.,"Seenot. Schiffsunfälle"
4,4.8.6.6.5.,Lotsendienst
4,4.8.6.6.6.,Seezeichen
3,4.8.6.7.,Binnenschiffahrt
3,4.8.6.8.,Hafenwirtschaft
2,4.8.7.,Luftverkehr
3,4.8.7.1.,Allgemeines
4,4.8.7.1.1.,Bibliographien
4,4.8.7.1.2.,Zeitschriften
4,4.8.7.1.4.,Jahrbücher
4,4.8.7.1.7.,Statistik
4,4.8.7.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.7.2.,Allgemeine Darstellungen
3,4.8.7.3.,Geschichte der Luftfahrt
3,4.8.7.4.,"Flugpioniere. Piloten"
3,4.8.7.5.,Flugzeugbau
3,4.8.7.6.,Flughäfen
2,4.8.8.,Post
3,4.8.8.1.,Allgemeines
4,4.8.8.1.1.,Bibliographien
4,4.8.8.1.2.,Zeitschriften
4,4.8.8.1.4.,Jahrbücher
4,4.8.8.1.7.,Statistik
4,4.8.8.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.8.2.,Allgemeine Darstellungen
3,4.8.8.3.,Geschichte des Postwesens
3,4.8.8.4.,"Postämter. Poststationen"
3,4.8.8.5.,"Postbeamte. Philatelisten"
3,4.8.8.6.,Meilensteine
3,4.8.8.7.,Philatelie
3,4.8.8.8.,Poststempel
2,4.8.9.,Nachrichtenwesen
3,4.8.9.1.,Allgemeines
4,4.8.9.1.1.,Bibliographien
4,4.8.9.1.2.,Zeitschriften
4,4.8.9.1.4.,Jahrbücher
4,4.8.9.1.7.,Statistik
4,4.8.9.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,4.8.9.2.,Allgemeine Darstellungen
3,4.8.9.3.,Geschichte des Nachrichtenwesens
3,4.8.9.4.,Fernmeldeanlagen
3,4.8.9.5.,Fernsprechbücher
1,4.9.,Finanzwesen
2,4.9.1.,Allgemeines
3,4.9.1.1.,Bibliographien
3,4.9.1.2.,Zeitschriften
3,4.9.1.4.,Jahrbücher
3,4.9.1.7.,Statistik
3,4.9.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,4.9.2.,Allgemeine Darstellungen
2,4.9.3.,Geschichte der Finanzwirtschaft
2,4.9.4.,"Finanzbeamter. Bankbeamte. Versicherungsbeamte"
2,4.9.5.,"Banken. Sparkassen"
2,4.9.6.,Versicherungswesen
0,5.,Geschichte
1,5.1.,Allgemeines
2,5.1.1.,Bibliographien
2,5.1.2.,Zeitschriften
2,5.1.4.,Jahrbücher
2,5.1.7.,Geschichtsforschung
2,5.1.8.,"Einrichtungen. Sammlungen. Vereine"
2,5.1.9.,Historiker
1,5.2.,Allgemeine Darstellungen
2,5.2.1.,Landesteil Mecklenburg
3,5.2.1.1.,Länder
3,5.2.1.2.,Grafschaften
3,5.2.1.3.,Herrschaften vor 1701
3,5.2.1.4.,"Mecklenburg-Schwerin <1701-1933>"
3,5.2.1.5.,"Mecklenburg-Strelitz <1701-1933>"
3,5.2.1.6.,"Land Mecklenburg <1934-1945>"
2,5.2.2.,Landesteil Vorpommern
3,5.2.2.1.,"Herzogtum Pommern <1124-1637>"
3,5.2.2.2.,"Schwedisch-Pommern <1648-1815>"
3,5.2.2.3.,"Provinz Pommern <1815-1945>"
3,5.2.2.4.,"Fürstentum Rügen <1168-1325>"
2,5.2.3.,Mecklenburg-Vorpommern
2,5.2.4.,Geschichte des Mecklenburgischen Fürstenhauses
3,5.2.4.1.,Genealogie des Mecklenburgischen Fürstenhauses
3,5.2.4.2.,Verwandtschaften des Mecklenburgischen Fürstenhauses
3,5.2.4.3.,Mehrere Glieder des Mecklenburgischen Fürstenhauses
3,5.2.4.4.,Einzelne Glieder des Mecklenburgischen Fürstenhauses
2,5.2.5.,Geschichte des Pommerschen Fürstenhauses
3,5.2.5.1.,Genealogie des Pommerschen Fürstenhauses
3,5.2.5.2.,Verwandtschaften des Pommerschen Fürstenhauses
3,5.2.5.3.,Mehrere Glieder des Pommerschen Fürstenhauses
3,5.2.5.4.,Einzelne Glieder des Pommerschen Fürstenhauses
1,5.3.,Historische Hilfswissenschaften
2,5.3.1.,Diplomatik
2,5.3.2.,Sphragistik
2,5.3.3.,Heraldik
2,5.3.4.,Numismatik
3,5.3.4.1.,Allgemeines
4,5.3.4.1.1.,Bibliographie
4,5.3.4.1.2.,Zeitschriften
4,5.3.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,5.3.4.2.,Allgemeine Darstellungen
3,5.3.4.3.,Geschichte des Münzwesens
3,5.3.4.4.,"Münzmeister. Medailleure. Numismatiker"
3,5.3.4.5.,"Münzen. Medaillen. Orden"
3,5.3.4.6.,Münzfunde
2,5.3.5.,Metrologie
2,5.3.6.,Quellenkunde
2,5.3.7.,Epigraphik
2,5.3.8.,Historische Geographie
2,5.3.9.,Siedlungsgeschichte
1,5.4.,"Archäologie. Vor- und Frühgeschichte"
2,5.4.1.,Allgemeines
3,5.4.1.1.,Bibliographien
3,5.4.1.2.,Zeitschriften
3,5.4.1.4.,Jahrbücher
3,5.4.1.5.,Kalender
3,5.4.1.7.,"Forschungstätigkeit. Bodendenkmalpflege"
3,5.4.1.8.,"Einrichtungen. Sammlungen. Vereine"
3,5.4.1.9.,"Archäologen. Bodendenkmalpfleger"
2,5.4.2.,Allgemeine Darstellungen
2,5.4.3.,Epochen
3,5.4.3.1.,"Steinzeit <10000-1600 v.u.Z.>"
3,5.4.3.2.,"Bronzezeit <1600-600 v.u.Z.>"
3,5.4.3.3.,"Vorrömische Eisenzeit <600 v.u.Z.-Beginn u.Z.>"
3,5.4.3.4.,Römische Kaiserzeit
3,5.4.3.5.,"Völkerwanderungszeit <375-600>"
3,5.4.3.6.,"Slawische Zeit <600-1160>"
3,5.4.3.7.,Frühdeutsche Zeit
2,5.4.4.,Archäologische Funde
2,5.4.5.,Bodendenkmale
1,5.5.,"Mittelalter und Frühe Neuzeit <1200-1520>"
1,5.6.,Neuere Zeit vom Ausgang des Mittelalters bis 1919
