level,notation,prefLabel
2,Geo B 100,"Landeskunde"
2,Geo B 1100,"Physische Geographie"
2,Geo B 1300,"Klimatologie"
2,Geo B 1500,"Geomorphologie"
2,Geo B 1800,"Hydrographie, Hydrogeographie"
2,Geo B 1900,"Ozeanographie"
2,Geo B 2100,"Anthropogeographie"
2,Geo B 2200,"Siedlungsgeographie"
2,Geo B 2400,"Wirtschaftsgeographie"
2,Geo B 2600,"Verkehrsgeographie"
1,Geo C,"Raumforschung, Raumordnung, Raumplanung, Umweltplanung"
2,Geo C 200,"Bundesplanung, Landesplanung"
2,Geo C 400,"Regionalforschung, Regionalplanung"
2,Geo C 500,"Stadtforschung, Gemeindeplanung, Stadtplanung, Bauleitplanung"
2,Geo C 2000,"Umweltforschung, Umweltschutz"
1,Geo D,"Entdeckungen, Reisen"
1,Geo E,"Geologie"
1,Geo F,"Paläontologie"
1,Geo G,"Mineralogie, Petrographie"
1,Geo K,"Geophysik"
2,Geo K 500,"Physik der festen Erde, angewandte Geophysik"
2,Geo K 800,"Hydrologie des Festlandes"
2,Geo K 900,"Physikalische Ozeanographie"
2,Geo K 1300,"Meteorologie"
2,Geo K 1500,"Aeronomie"
1,Geo M,"Geochemie"
2,Geo M 500,"Chemie der festen Erde"
2,Geo M 800,"Chemie der Hydrosphäre"
2,Geo M 1300,"Chemie der Atmosphäre"
0,Ges,"Geschichte"
1,Ges A,"Allgemeines"
2,Ges A 100,"Altertum bis 500 .n. Chr."
2,Ges A 200,"Altertum bis 3000 v. Chr."
2,Ges A 300,"Altertum 3000 - 2000"
2,Ges A 400,"Altertum 2000 - 1000"
2,Ges A 500,"Altertum 1000 - 500"
2,Ges A 600,"Altertum 500 - 0"
2,Ges A 800,"Altertum 0 - 500"
2,Ges A 1000,"Mittelalter 400/500 - 1500"
2,Ges A 1300,"Frühes Mittelalter 400 - 900"
2,Ges A 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges A 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges A 2000,"Neuzeit 1500 - 2000"
2,Ges A 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges A 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges A 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges A 2700,"19. Jahrhundert 1789 - 1914"
2,Ges A 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges A 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges A 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges A 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges A 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges A 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges A 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Ac,"Weltgeschichte"
2,Ges Ac 100,"Altertum bis 500 .n. Chr."
2,Ges Ac 200,"Altertum bis 3000 v. Chr."
2,Ges Ac 300,"Altertum 3000 - 2000"
2,Ges Ac 400,"Altertum 2000 - 1000"
2,Ges Ac 500,"Altertum 1000 - 500"
2,Ges Ac 600,"Altertum 500 - 0"
2,Ges Ac 800,"Altertum 0 - 500"
2,Ges Ac 1000,"Mittelalter 400/500 - 1500"
2,Ges Ac 1300,"Frühes Mittelalter 400 - 900"
2,Ges Ac 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Ac 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Ac 2000,"Neuzeit 1500 - 2000"
2,Ges Ac 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Ac 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Ac 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Ac 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Ac 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Ac 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Ac 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Ac 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Ac 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Ac 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Ac 3700,"Nachkriegszeit 1945 - 2000"
1,Ges B,"Antikes Griechenland und römisch-byzantinisches Reich"
2,Ges B 100,"Altertum bis 500 .n. Chr."
2,Ges B 200,"Altertum bis 3000 v. Chr."
2,Ges B 300,"Altertum 3000 - 2000"
2,Ges B 400,"Altertum 2000 - 1000"
2,Ges B 500,"Altertum 1000 - 500"
2,Ges B 600,"Altertum 500 - 0"
2,Ges B 800,"Altertum 0 - 500"
2,Ges B 1000,"Mittelalter 400/500 - 1500"
2,Ges B 1300,"Frühes Mittelalter 400 - 900"
2,Ges B 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges B 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges B 2000,"Neuzeit 1500 - 2000"
2,Ges B 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges B 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges B 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges B 2700,"19. Jahrhundert 1789 - 1914"
2,Ges B 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges B 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges B 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges B 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges B 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges B 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges B 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Bc,"Antikes Griechenland"
2,Ges Bc 100,"Altertum bis 500 .n. Chr."
2,Ges Bc 200,"Altertum bis 3000 v. Chr."
2,Ges Bc 300,"Altertum 3000 - 2000"
2,Ges Bc 400,"Altertum 2000 - 1000"
2,Ges Bc 500,"Altertum 1000 - 500"
2,Ges Bc 600,"Altertum 500 - 0"
2,Ges Bc 800,"Altertum 0 - 500"
2,Ges Bc 1000,"Mittelalter 400/500 - 1500"
2,Ges Bc 1300,"Frühes Mittelalter 400 - 900"
2,Ges Bc 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Bc 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Bc 2000,"Neuzeit 1500 - 2000"
2,Ges Bc 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Bc 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Bc 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Bc 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Bc 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Bc 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Bc 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Bc 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Bc 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Bc 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Bc 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Bd,"Römisches Reich"
2,Ges Bd 100,"Altertum bis 500 .n. Chr."
2,Ges Bd 200,"Altertum bis 3000 v. Chr."
2,Ges Bd 300,"Altertum 3000 - 2000"
2,Ges Bd 400,"Altertum 2000 - 1000"
2,Ges Bd 500,"Altertum 1000 - 500"
2,Ges Bd 600,"Altertum 500 - 0"
2,Ges Bd 800,"Altertum 0 - 500"
2,Ges Bd 1000,"Mittelalter 400/500 - 1500"
2,Ges Bd 1300,"Frühes Mittelalter 400 - 900"
2,Ges Bd 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Bd 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Bd 2000,"Neuzeit 1500 - 2000"
2,Ges Bd 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Bd 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Bd 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Bd 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Bd 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Bd 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Bd 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Bd 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Bd 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Bd 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Bd 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Be,"Byzantinisches Reich"
2,Ges Be 100,"Altertum bis 500 .n. Chr."
2,Ges Be 200,"Altertum bis 3000 v. Chr."
2,Ges Be 300,"Altertum 3000 - 2000"
2,Ges Be 400,"Altertum 2000 - 1000"
2,Ges Be 500,"Altertum 1000 - 500"
2,Ges Be 600,"Altertum 500 - 0"
2,Ges Be 800,"Altertum 0 - 500"
2,Ges Be 1000,"Mittelalter 400/500 - 1500"
2,Ges Be 1300,"Frühes Mittelalter 400 - 900"
2,Ges Be 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Be 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Be 2000,"Neuzeit 1500 - 2000"
2,Ges Be 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Be 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Be 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Be 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Be 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Be 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Be 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Be 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Be 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Be 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Be 3700,"Nachkriegszeit 1945 - 2000"
1,Ges C,"Europa"
2,Ges C 100,"Altertum bis 500 .n. Chr."
2,Ges C 200,"Altertum bis 3000 v. Chr."
2,Ges C 300,"Altertum 3000 - 2000"
2,Ges C 400,"Altertum 2000 - 1000"
2,Ges C 500,"Altertum 1000 - 500"
2,Ges C 600,"Altertum 500 - 0"
2,Ges C 800,"Altertum 0 - 500"
2,Ges C 1000,"Mittelalter 400/500 - 1500"
2,Ges C 1300,"Frühes Mittelalter 400 - 900"
2,Ges C 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges C 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges C 2000,"Neuzeit 1500 - 2000"
2,Ges C 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges C 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges C 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges C 2700,"19. Jahrhundert 1789 - 1914"
2,Ges C 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges C 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges C 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges C 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges C 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges C 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges C 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Ca,"Europa, einzelne Teile (alph.)"
2,Ges Ca 100,"Altertum bis 500 .n. Chr."
2,Ges Ca 200,"Altertum bis 3000 v. Chr."
2,Ges Ca 300,"Altertum 3000 - 2000"
2,Ges Ca 400,"Altertum 2000 - 1000"
2,Ges Ca 500,"Altertum 1000 - 500"
2,Ges Ca 600,"Altertum 500 - 0"
2,Ges Ca 800,"Altertum 0 - 500"
2,Ges Ca 1000,"Mittelalter 400/500 - 1500"
2,Ges Ca 1300,"Frühes Mittelalter 400 - 900"
2,Ges Ca 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Ca 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Ca 2000,"Neuzeit 1500 - 2000"
2,Ges Ca 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Ca 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Ca 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Ca 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Ca 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Ca 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Ca 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Ca 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Ca 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Ca 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Ca 3700,"Nachkriegszeit 1945 - 2000"
1,Ges D,"Deutschland"
2,Ges D 100,"Altertum bis 500 .n. Chr."
2,Ges D 200,"Altertum bis 3000 v. Chr."
2,Ges D 300,"Altertum 3000 - 2000"
2,Ges D 400,"Altertum 2000 - 1000"
2,Ges D 500,"Altertum 1000 - 500"
2,Ges D 600,"Altertum 500 - 0"
2,Ges D 800,"Altertum 0 - 500"
2,Ges D 1000,"Mittelalter 400/500 - 1500"
2,Ges D 1300,"Frühes Mittelalter 400 - 900"
2,Ges D 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges D 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges D 2000,"Neuzeit 1500 - 2000"
2,Ges D 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges D 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges D 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges D 2700,"19. Jahrhundert 1789 - 1914"
2,Ges D 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges D 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges D 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges D 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges D 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges D 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges D 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Da,"Deutschland, einzelne Teile (alph.)"
2,Ges Da 100,"Altertum bis 500 .n. Chr."
2,Ges Da 200,"Altertum bis 3000 v. Chr."
2,Ges Da 300,"Altertum 3000 - 2000"
2,Ges Da 400,"Altertum 2000 - 1000"
2,Ges Da 500,"Altertum 1000 - 500"
2,Ges Da 600,"Altertum 500 - 0"
2,Ges Da 800,"Altertum 0 - 500"
2,Ges Da 1000,"Mittelalter 400/500 - 1500"
2,Ges Da 1300,"Frühes Mittelalter 400 - 900"
2,Ges Da 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Da 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Da 2000,"Neuzeit 1500 - 2000"
2,Ges Da 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Da 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Da 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Da 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Da 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Da 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Da 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Da 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Da 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Da 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Da 3700,"Nachkriegszeit 1945 - 2000"
1,Ges E,"England"
2,Ges E 100,"Altertum bis 500 .n. Chr."
2,Ges E 200,"Altertum bis 3000 v. Chr."
2,Ges E 300,"Altertum 3000 - 2000"
2,Ges E 400,"Altertum 2000 - 1000"
2,Ges E 500,"Altertum 1000 - 500"
2,Ges E 600,"Altertum 500 - 0"
2,Ges E 800,"Altertum 0 - 500"
2,Ges E 1000,"Mittelalter 400/500 - 1500"
2,Ges E 1300,"Frühes Mittelalter 400 - 900"
2,Ges E 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges E 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges E 2000,"Neuzeit 1500 - 2000"
2,Ges E 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges E 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges E 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges E 2700,"19. Jahrhundert 1789 - 1914"
2,Ges E 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges E 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges E 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges E 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges E 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges E 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges E 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Ea,"England und Großbritannien, einzelne Teile (alph.)"
2,Ges Ea 100,"Altertum bis 500 .n. Chr."
2,Ges Ea 200,"Altertum bis 3000 v. Chr."
2,Ges Ea 300,"Altertum 3000 - 2000"
2,Ges Ea 400,"Altertum 2000 - 1000"
2,Ges Ea 500,"Altertum 1000 - 500"
2,Ges Ea 600,"Altertum 500 - 0"
2,Ges Ea 800,"Altertum 0 - 500"
2,Ges Ea 1000,"Mittelalter 400/500 - 1500"
2,Ges Ea 1300,"Frühes Mittelalter 400 - 900"
2,Ges Ea 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Ea 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Ea 2000,"Neuzeit 1500 - 2000"
2,Ges Ea 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Ea 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Ea 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Ea 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Ea 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Ea 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Ea 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Ea 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Ea 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Ea 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Ea 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Eb,"British Empire und Commonwealth (im ganzen)"
2,Ges Eb 100,"Altertum bis 500 .n. Chr."
2,Ges Eb 200,"Altertum bis 3000 v. Chr."
2,Ges Eb 300,"Altertum 3000 - 2000"
2,Ges Eb 400,"Altertum 2000 - 1000"
2,Ges Eb 500,"Altertum 1000 - 500"
2,Ges Eb 600,"Altertum 500 - 0"
2,Ges Eb 800,"Altertum 0 - 500"
2,Ges Eb 1000,"Mittelalter 400/500 - 1500"
2,Ges Eb 1300,"Frühes Mittelalter 400 - 900"
2,Ges Eb 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges Eb 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges Eb 2000,"Neuzeit 1500 - 2000"
2,Ges Eb 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges Eb 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges Eb 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges Eb 2700,"19. Jahrhundert 1789 - 1914"
2,Ges Eb 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges Eb 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges Eb 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges Eb 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges Eb 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges Eb 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges Eb 3700,"Nachkriegszeit 1945 - 2000"
1,Ges F,"Frankreich"
2,Ges F 100,"Altertum bis 500 .n. Chr."
2,Ges F 200,"Altertum bis 3000 v. Chr."
2,Ges F 300,"Altertum 3000 - 2000"
2,Ges F 400,"Altertum 2000 - 1000"
2,Ges F 500,"Altertum 1000 - 500"
2,Ges F 600,"Altertum 500 - 0"
2,Ges F 800,"Altertum 0 - 500"
2,Ges F 1000,"Mittelalter 400/500 - 1500"
2,Ges F 1300,"Frühes Mittelalter 400 - 900"
2,Ges F 1500,"Hohes Mittelalter 900 - 1200/1250"
2,Ges F 1700,"Spätes Mittelalter 1200 - 1500"
2,Ges F 2000,"Neuzeit 1500 - 2000"
2,Ges F 2300,"Frühe Neuzeit 1500 - 1789/1815"
2,Ges F 2500,"Spätere Neuzeit 1789 - 2000"
2,Ges F 2600,"(nur f.d.franz. Geschichte) 1789 - 1815"
2,Ges F 2700,"19. Jahrhundert 1789 - 1914"
2,Ges F 2800,"(nur f.d. europäische Geschichte) 1848 - 1914"
2,Ges F 3000,"20. Jahrhundert (Zeitgeschichte) 1914 - 2000"
2,Ges F 3200,"Zeit des 1. Weltkrieges 1914 - 1919"
2,Ges F 3300,"Zwischenkriegszeit 1919 - 1939"
2,Ges F 3400,"(nur f.d. deutsche Geschichte) 1933 - 1945"
2,Ges F 3500,"Zeit des 2. Weltkrieges 1939 - 1945"
2,Ges F 3700,"Nachkriegszeit 1945 - 2000"
1,Ges Fa,"Frankreich, einzelne Teile (alph.)"
2,Ges Fa 100,"Altertum bis 500 .n. Chr."
